QYEAR,GICS_SECTOR_NAME,TICKER,Q_Open_Price,PX_LAST,RETURN,PE_RATIO,PX_TO_BOOK_RATIO,TRAIL_12M_EPS,TOT_DEBT_TO_TOT_EQY,PRICE_TO_FCF,RETURN_COM_EQY,RETURN_ON_ASSET,CUR_MKT_CAP,ADJUSTED_BETA,,,,
2016Q1,Materials,BLL US Equity,35.805,35.645,-0.019799258,21.5225,9.4506,1.6562,537.9406,38.0685,13.2822,1.5057," 10,058.11 ",1.744,,,,
2016Q2,Materials,BLL US Equity,35.54,36.145,0.014027213,15.6065,2.7505,2.316,296.2702,37.3801,11.4999,1.7006," 10,250.51 ",1.641,,,,
2016Q3,Materials,BLL US Equity,36.315,40.975,0.133628441,17.9433,3.8569,2.2836,211.9634,41.8322,11.2078,2.1463," 14,278.08 ",1.720,,,,
2016Q4,Materials,BLL US Equity,40.775,37.535,-0.08395363,17.0311,3.8216,2.2039,212.7083,41.8322,11.2249,2.0332," 13,122.73 ",1.552,,,,
2017Q1,Materials,BLL US Equity,37.855,37.13,-0.010789929,16.2455,3.5995,2.2856,214.1553,41.8322,19.5434,3.4303," 13,000.46 ",1.352,,,,
2017Q2,Materials,BLL US Equity,37.14,42.21,0.13681659,27.2867,4.118,1.5469,203.4501,41.8322,6.8166,1.1962," 14,822.32 ",1.400,,,,
2017Q3,Materials,BLL US Equity,42.44,41.3,-0.021558872,28.3709,4.0943,1.4557,207.6965,19.1251,7.3737,1.5677," 14,528.75 ",1.380,,,,
2017Q4,Materials,BLL US Equity,41.35,37.85,-0.083535109,22.5505,3.3603,1.6785,172.2936,14.4666,10.141,2.2434," 13,249.63 ",-0.712,,,,
2007Q4,Health Care,BMY US Equity,29.01,26.52,,20.4,4.9565,1.3,59.3827,22.6052,21.0675,8.4076," 52,470.12 ",0.938,,,,
2008Q1,Health Care,BMY US Equity,26.5,21.3,-0.196832579,16.015,3.9833,1.33,60.9885,18.4888,20.5168,8.1502," 42,160.96 ",1.267,,,,
2008Q2,Health Care,BMY US Equity,21.53,20.53,-0.036150235,14.8768,3.7601,1.38,72.5552,17.4744,20.3714,7.9437," 40,641.15 ",1.300,,,,
2008Q3,Health Care,BMY US Equity,20.34,20.85,0.015586946,13.9038,3.1812,1.4996,48.346,13.5776,32.4935,14.3438," 41,275.00 ",1.174,,,,
2008Q4,Health Care,BMY US Equity,20.61,23.25,0.115107914,16.039,3.7493,1.4496,55.2015,16.6151,46.0203,18.9381," 46,025.97 ",0.271,,,,
2009Q1,Health Care,BMY US Equity,23.25,21.92,-0.057204301,15.4072,3.2477,1.4227,41.6178,17.3913,43.7191,18.6511," 43,390.84 ",-0.139,,,,
2009Q2,Health Care,BMY US Equity,21.48,20.31,-0.073448905,13.3392,2.8471,1.5226,36.8757,18.3355,43.7646,18.8102," 40,231.73 ",0.096,,,,
2009Q3,Health Care,BMY US Equity,20.14,22.52,0.108813392,14.6185,3.0651,1.5405,36.9633,19.6485,27.9065,12.8931," 44,610.42 ",0.336,,,,
2009Q4,Health Care,BMY US Equity,22.51,25.25,0.121225577,15.4416,2.9072,1.6352,34.5282,15.0626,78.3636,35.0845," 43,220.29 ",0.395,,,,
2010Q1,Health Care,BMY US Equity,25.41,26.7,0.057425743,14.8797,3.0029,1.7944,35.1277,15.3028,74.9808,35.4597," 45,767.55 ",0.317,,,,
2010Q2,Health Care,BMY US Equity,26.77,24.94,-0.065917603,13.1611,2.7204,1.895,36.3683,12.4543,71.6369,35.0345," 42,888.68 ",0.362,,,,
2010Q3,Health Care,BMY US Equity,24.84,27.11,0.087008821,13.547,2.896,2.0012,36.3814,12.9109,69.8242,33.8787," 46,489.37 ",0.383,,,,
2010Q4,Health Care,BMY US Equity,27.11,26.48,-0.023238657,12.6525,2.8396,2.0929,30.2788,11.1536,20.3037,9.9929," 45,325.43 ",0.565,,,,
2011Q1,Health Care,BMY US Equity,26.65,26.43,-0.001888218,12.3626,2.8102,2.1379,34.0293,10.9336,21.4101,10.8597," 44,995.16 ",0.523,,,,
2011Q2,Health Care,BMY US Equity,26.51,28.96,0.095724555,13.655,3.0106,2.1208,34.184,11.8108,20.7364,10.5591," 49,405.42 ",0.634,,,,
2011Q3,Health Care,BMY US Equity,28.95,31.38,0.083563536,14.802,3.1982,2.12,34.1872,11.8564,20.5273,10.454," 53,523.82 ",0.410,,,,
2011Q4,Health Care,BMY US Equity,31.3,35.24,0.123008286,15.9087,3.7214,2.2151,34.6064,13.3812,23.4235,11.5823," 59,715.29 ",0.444,,,,
2012Q1,Health Care,BMY US Equity,35.33,33.75,-0.042281498,14.735,3.4768,2.2905,33.3313,13.2276,23.6524,12.09," 56,973.61 ",0.364,,,,
2012Q2,Health Care,BMY US Equity,33.65,35.95,0.065185185,16.8256,3.7295,2.1366,34.4359,14.0364,21.9841,11.2346," 60,722.58 ",0.178,,,,
2012Q3,Health Care,BMY US Equity,35.74,33.75,-0.061196106,17.9251,3.9869,1.8828,52.9424,7.8856,12.3851,5.5453," 56,667.00 ",0.099,,,,
2012Q4,Health Care,BMY US Equity,33.79,32.59,-0.03437037,16.5433,3.8994,1.97,54.2162,8.5208,13.2526,5.6921," 53,795.95 ",0.160,,,,
2013Q1,Health Care,BMY US Equity,32.84,41.19,0.263884627,23.9027,4.9305,1.7232,57.6246,12.3443,9.788,4.2945," 67,442.64 ",0.394,,,,
2013Q2,Health Care,BMY US Equity,41.12,44.69,0.084972081,26.1454,5.0937,1.7093,50.1357,12.452,8.9206,4.0018," 73,405.64 ",0.406,,,,
2013Q3,Health Care,BMY US Equity,45.06,46.28,0.035578429,25.4181,5.151,1.8207,49.0145,31.2219,19.2971,7.5829," 76,191.86 ",0.655,,,,
2013Q4,Health Care,BMY US Equity,46.45,53.15,0.148444252,31.7341,5.7555,1.6749,54.7388,29.1364,17.8128,6.8816," 87,513.75 ",1.151,,,,
2014Q1,Health Care,BMY US Equity,52.52,51.95,-0.022577611,28.6574,5.5365,1.8128,49.2434,21.1373,19.8476,8.3336," 85,729.58 ",1.700,,,,
2014Q2,Health Care,BMY US Equity,52.23,48.51,-0.066217517,27.1914,5.2223,1.784,50.3089,22.3572,18.1022,7.707," 80,389.61 ",1.798,,,,
2014Q3,Health Care,BMY US Equity,48.51,51.18,0.055040198,29.8298,5.58,1.7157,50.444,24.5198,18.1928,7.7348," 84,851.56 ",1.665,,,,
2014Q4,Health Care,BMY US Equity,51.01,59.03,0.153380227,42.6634,6.57,1.3836,52.2726,37.2998,13.3574,5.5404," 97,917.58 ",1.641,,,,
2015Q1,Health Care,BMY US Equity,59.43,64.5,0.092664747,40.5954,6.8832,1.5888,47.5301,40.9479,14.5266,6.7251," 107,500.15 ",0.903,,,,
2015Q2,Health Care,BMY US Equity,64.2,66.54,0.031627907,34.712,7.2995,1.9169,48.1983,70.1992,11.757,5.4692," 110,920.48 ",0.920,,,,
2015Q3,Health Care,BMY US Equity,66.45,59.2,-0.110309588,30.0647,6.5172,1.9691,47.6265,92.2638,11.7465,5.4424," 98,716.17 ",1.197,,,,
2015Q4,Health Care,BMY US Equity,59.26,68.79,0.161993243,31.2317,8.0093,2.2026,46.3741,89.2197,10.7494,4.7788," 114,761.42 ",1.350,,,,
2016Q1,Health Care,BMY US Equity,67.45,63.88,-0.071376654,29.6173,7.3757,2.1568,46.0381,327.9867,10.5172,4.8082," 106,847.50 ",1.379,,,,
2016Q2,Health Care,BMY US Equity,63.66,73.55,0.151377583,34.0272,8.1991,2.1615,44.6744,205.5965,19.1072,8.8601," 122,777.55 ",1.800,,,,
2016Q3,Health Care,BMY US Equity,73.66,53.92,-0.26689327,21.6335,5.7433,2.4924,43.2545,65.7541,21.9344,10.2769," 90,092.69 ",1.340,,,,
2016Q4,Health Care,BMY US Equity,53.94,58.44,0.083827893,21.3661,6.0113,2.7352,41.0351,53.0176,29.281,13.6185," 97,666.68 ",1.207,,,,
2017Q1,Health Care,BMY US Equity,58.78,54.38,-0.069472964,18.6681,6.2128,2.913,58.0255,31.491,33.5812,14.9192," 89,591.06 ",0.991,,,,
2017Q2,Health Care,BMY US Equity,54.53,55.72,0.024641412,16.7661,6.2168,3.3234,55.4416,22.9026,30.9687,13.8466," 91,795.05 ",1.081,,,,
2017Q3,Health Care,BMY US Equity,56.27,63.74,0.143933955,19.3934,7.0583,3.2867,56.6112,23.7653,27.8262,12.4926," 104,528.91 ",1.356,,,,
2017Q4,Health Care,BMY US Equity,63.8,61.28,-0.038594289,18.6682,8.4814,3.2826,67.2069,23.8561,7.214,2.9944," 100,296.96 ",-0.327,,,,
2007Q4,Financials,BRK/B US Equity,79.4,94.72,,,,,27.4114,,11.5321,5.0664," 219,355.25 ",0.037,,,,
2008Q1,Financials,BRK/B US Equity,94.8,89.46,-0.055532095,,,,29.2585,,10.0827,4.2592," 206,974.94 ",0.602,,,,
2008Q2,Financials,BRK/B US Equity,90,80.24,-0.103062821,,,,29.6464,,9.7057,4.1401," 186,840.06 ",0.727,,,,
2008Q3,Financials,BRK/B US Equity,79.64,87.9,0.095463609,,,,30.1661,,6.5184,2.8031," 202,928.30 ",0.310,,,,
2008Q4,Financials,BRK/B US Equity,88.2,64.28,-0.268714448,,,,32.4726,,4.3426,1.8477," 149,571.54 ",1.012,,,,
2009Q1,Financials,BRK/B US Equity,64.1,56.4,-0.122588675,,,,35.3679,,2.2685,0.9306," 133,655.86 ",1.366,,,,
2009Q2,Financials,BRK/B US Equity,55.3,57.91,0.02677305,,,,32.6363,,2.5245,1.0606," 138,106.20 ",0.814,,,,
2009Q3,Financials,BRK/B US Equity,57.94,66.46,0.147642894,,,,29.0943,,4.1555,1.7834," 156,081.01 ",0.843,,,,
2009Q4,Financials,BRK/B US Equity,65.63,65.72,-0.011134517,,,,27.9184,,6.7022,2.8538," 153,547.11 ",0.825,,,,
2010Q1,Financials,BRK/B US Equity,66,81.27,0.23660986,,,,37.9315,,10.5773,4.2869," 200,674.55 ",0.908,,,,
2010Q2,Financials,BRK/B US Equity,81.6,79.69,-0.019441368,,,,39.298,,9.2464,3.8074," 197,355.40 ",0.864,,,,
2010Q3,Financials,BRK/B US Equity,79.56,82.68,0.037520392,,,,37.9458,,8.447,3.5507," 204,790.39 ",0.893,,,,
2010Q4,Financials,BRK/B US Equity,83.3,80.11,-0.031083696,,,,35.9495,,8.9917,3.8745," 198,312.36 ",0.673,,,,
2011Q1,Financials,BRK/B US Equity,80.5,83.63,0.043939583,,,,34.4236,,7.0591,2.9598," 206,676.62 ",0.500,,,,
2011Q2,Financials,BRK/B US Equity,84.09,77.39,-0.074614373,,,,34.0063,,8.0413,3.3596," 191,424.37 ",0.652,,,,
2011Q3,Financials,BRK/B US Equity,77.24,71.04,-0.082051945,,,,36.9073,,7.4819,3.091," 176,188.42 ",0.619,,,,
2011Q4,Financials,BRK/B US Equity,71.06,76.3,0.074042793,,,,35.7384,,6.3656,2.6812," 189,218.19 ",0.649,,,,
2012Q1,Financials,BRK/B US Equity,77.38,81.15,0.063564875,,,,34.3015,,7.1346,3.0432," 201,139.82 ",0.610,,,,
2012Q2,Financials,BRK/B US Equity,81.15,83.33,0.026863832,,,,33.6417,,6.8622,2.9416," 206,350.92 ",0.640,,,,
2012Q3,Financials,BRK/B US Equity,83.34,88.2,0.058442338,,,,33.0606,,7.7322,3.2907," 218,937.84 ",0.653,,,,
2012Q4,Financials,BRK/B US Equity,88.72,89.7,0.017006803,,,,32.7453,,8.4109,3.6152," 221,892.76 ",0.721,,,,
2013Q1,Financials,BRK/B US Equity,91.32,104.2,0.161649944,,,,31.295,,8.8064,3.8589," 256,841.62 ",0.806,,,,
2013Q2,Financials,BRK/B US Equity,104.17,111.92,0.074088292,,,,31.1984,,9.4382,4.1738," 276,548.79 ",0.771,,,,
2013Q3,Financials,BRK/B US Equity,112.51,113.51,0.014206576,,,,31.0971,,9.6884,4.3158," 280,001.81 ",0.669,,,,
2013Q4,Financials,BRK/B US Equity,113.74,118.56,0.044489472,,,,32.1732,,9.5112,4.2693," 292,396.28 ",0.728,,,,
2014Q1,Financials,BRK/B US Equity,118.34,124.97,0.054065452,,,,31.7961,,9.0626,4.1161," 308,075.16 ",0.767,,,,
2014Q2,Financials,BRK/B US Equity,125.07,126.56,0.012723054,,,,31.292,,9.6982,4.4467," 312,217.05 ",0.770,,,,
2014Q3,Financials,BRK/B US Equity,126.72,138.14,0.091498104,,,,31.1325,,9.289,4.2457," 340,055.09 ",0.570,,,,
2014Q4,Financials,BRK/B US Equity,138.37,150.15,0.086940785,,,,32.8729,,8.6015,3.9319," 370,652.65 ",0.564,,,,
2015Q1,Financials,BRK/B US Equity,151.5,144.32,-0.038827839,,,,34.2245,,8.6686,3.9631," 356,510.76 ",0.406,,,,
2015Q2,Financials,BRK/B US Equity,144.34,136.11,-0.056887472,,,,33.9395,,7.478,3.4347," 336,014.43 ",0.691,,,,
2015Q3,Financials,BRK/B US Equity,137.7,130.4,-0.041951363,,,,33.7859,,9.3713,4.2829," 321,143.60 ",0.748,,,,
2015Q4,Financials,BRK/B US Equity,130.55,132.04,0.012576687,,,,32.591,,9.7164,4.4676," 325,274.63 ",0.768,,,,
2016Q1,Financials,BRK/B US Equity,130.16,141.88,0.074522872,,,,38.7795,,9.8009,4.3866," 350,279.09 ",0.749,,,,
2016Q2,Financials,BRK/B US Equity,141.21,144.79,0.02051029,,,,38.0882,,10.0167,4.4983," 356,822.77 ",0.810,,,,
2016Q3,Financials,BRK/B US Equity,144.59,144.47,-0.002210097,,,,37.3413,,8.9909,4.048," 355,849.13 ",0.793,,,,
2016Q4,Financials,BRK/B US Equity,144.27,162.98,0.128123486,,,,35.6111,,8.9558,4.1043," 401,644.41 ",0.817,,,,
2017Q1,Financials,BRK/B US Equity,164.34,166.68,0.022702172,,,,35.0871,,8.1757,3.634," 411,034.36 ",0.740,,,,
2017Q2,Financials,BRK/B US Equity,166.72,169.37,0.016138709,,,,33.6312,,7.737,3.4657," 418,309.15 ",0.652,,,,
2017Q3,Financials,BRK/B US Equity,170.4,183.32,0.082364055,,,,32.5443,,6.4671,2.9053," 452,055.88 ",-0.083,,,,
2017Q4,Financials,BRK/B US Equity,183.45,198.22,0.081278638,,,,29.1478,,14.2584,6.7939," 489,248.72 ",0.471,,,,
2007Q4,Health Care,BSX US Equity,14.03,11.63,,10.0259,1.1488,1.16,54.2426,46.3953,-3.2571,-1.5947," 17,337.84 ",2.286,,,,
2008Q1,Health Care,BSX US Equity,11.65,12.87,0.106620808,11.3894,1.2506,1.13,49.1716,25.9899,-1.894,-0.9542," 19,239.10 ",0.581,,,,
2008Q2,Health Care,BSX US Equity,12.94,12.29,-0.045066045,10.5043,1.1781,1.17,46.5942,13.719,-1.9722,-1.0136," 18,389.01 ",0.424,,,,
2008Q3,Health Care,BSX US Equity,12.12,12.27,-0.001627339,13.7865,1.1739,0.89,43.174,10.4712,-0.6409,-0.327," 18,412.85 ",0.024,,,,
2008Q4,Health Care,BSX US Equity,11.5,7.74,-0.369193154,10.75,0.8822,0.72,51.1993,6.3066,-14.6581,-7.1037," 11,621.79 ",1.024,,,,
2009Q1,Health Care,BSX US Equity,7.72,7.95,0.027131783,11.4624,0.902,0.6936,47.0548,6.3066,-16.7928,-8.5277," 11,942.79 ",0.907,,,,
2009Q2,Health Care,BSX US Equity,7.75,10.14,0.275471698,16.2111,1.1394,0.6255,46.5931,6.3066,-16.1589,-8.3681," 15,274.97 ",1.246,,,,
2009Q3,Health Care,BSX US Equity,10.1,10.59,0.044378698,20.2624,1.2028,0.5226,45.3486,6.3066,-16.4143,-8.4881," 15,964.41 ",1.011,,,,
2009Q4,Health Care,BSX US Equity,10.58,9,-0.150141643,20.2364,1.1053,0.4447,48.1099,25.8968,-8.0393,-3.9147," 13,593.87 ",0.905,,,,
2010Q1,Health Care,BSX US Equity,8.86,7.22,-0.197777778,17.2149,1.0155,0.4194,54.9207,20.8613,-21.6153,-10.6213," 10,912.08 ",0.922,,,,
2010Q2,Health Care,BSX US Equity,7.29,5.8,-0.1966759,17.4196,0.8077,0.333,55.3842,20.8613,-21.8867,-10.8104," 8,794.68 ",0.947,,,,
2010Q3,Health Care,BSX US Equity,5.79,6.13,0.056896552,15.5643,0.8441,0.3939,54.6929,20.8613,-19.5274,-9.7547," 9,298.61 ",1.013,,,,
2010Q4,Health Care,BSX US Equity,6.15,7.57,0.234910277,19.686,1.0191,0.3845,48.1409,220.7851,-9.0266,-4.5027," 11,506.98 ",0.951,,,,
2011Q1,Health Care,BSX US Equity,7.57,7.19,-0.050198151,16.6874,0.9665,0.4309,43.3108,45.1401,5.1467,2.5377," 10,953.02 ",1.361,,,,
2011Q2,Health Care,BSX US Equity,7.25,6.91,-0.038942976,13.6804,0.9154,0.5051,36.4038,32.6311,5.5097,2.7727," 10,559.91 ",1.098,,,,
2011Q3,Health Care,BSX US Equity,6.93,5.91,-0.1447178,12.3373,0.77,0.479,37.002,10.9019,5.0534,2.5916," 9,046.27 ",0.961,,,,
2011Q4,Health Care,BSX US Equity,5.84,5.34,-0.096446701,12.078,0.6816,0.4421,37.5319,11.3748,3.8942,2.0314," 7,911.24 ",0.893,,,,
2012Q1,Health Care,BSX US Equity,5.42,5.98,0.119850187,15.2142,0.7526,0.3931,37.3728,8.8041,4.463,2.3489," 8,679.05 ",0.990,,,,
2012Q2,Health Care,BSX US Equity,5.99,5.67,-0.051839465,14.8334,1.0393,0.3822,55.0854,7.7903,-33.3818,-16.3344," 8,104.10 ",0.907,,,,
2012Q3,Health Care,BSX US Equity,5.73,5.74,0.012345679,14.862,1.1541,0.3862,62.3169,8.2708,-43.8389,-20.9479," 8,144.96 ",0.909,,,,
2012Q4,Health Care,BSX US Equity,5.76,5.73,-0.00174216,14.07,1.1307,0.4073,61.9505,7.7693,-44.6578,-21.1685," 7,867.20 ",0.707,,,,
2013Q1,Health Care,BSX US Equity,5.86,7.81,0.363001745,19.9038,1.6218,0.3924,65.416,10.617,-50.6844,-23.9064," 10,601.50 ",1.028,,,,
2013Q2,Health Care,BSX US Equity,7.83,9.27,0.186939821,23.9618,1.8803,0.3869,64.395,12.477,-11.5554,-4.7567," 12,506.09 ",1.007,,,,
2013Q3,Health Care,BSX US Equity,9.32,11.74,0.266450917,30.4812,2.3949,0.3852,64.7417,16.2005,-2.5241,-0.9996," 15,765.34 ",0.861,,,,
2013Q4,Health Care,BSX US Equity,11.78,12.02,0.023850085,28.1938,2.4306,0.4263,64.8417,18.1252,-1.8048,-0.7176," 16,049.36 ",1.429,,,,
2014Q1,Health Care,BSX US Equity,12.02,13.52,0.124792013,28.27,2.7364,0.4782,65.0291,20.2028,5.6148,2.2116," 17,893.33 ",1.082,,,,
2014Q2,Health Care,BSX US Equity,13.55,12.77,-0.055473373,27.4905,2.5832,0.4645,65.0214,22.0673,3.651,1.434," 16,890.57 ",1.172,,,,
2014Q3,Health Care,BSX US Equity,12.78,11.81,-0.075176194,23.5629,2.337,0.5012,63.4532,18.0727,4.3426,1.7125," 15,656.61 ",1.391,,,,
2014Q4,Health Care,BSX US Equity,11.81,13.25,0.121930567,22.6122,2.724,0.586,65.7271,17.3816,-1.8313,-0.7084," 17,575.99 ",1.389,,,,
2015Q1,Health Care,BSX US Equity,13.29,17.75,0.339622642,29.8871,3.6587,0.5939,65.6514,37.3737,-3.8819,-1.5424," 23,770.46 ",-0.413,,,,
2015Q2,Health Care,BSX US Equity,17.75,17.7,-0.002816901,27.3095,3.6104,0.6481,77.69,55.4674,-2.3621,-0.9226," 23,729.96 ",-0.231,,,,
2015Q3,Health Care,BSX US Equity,17.82,16.41,-0.072881356,24.3225,3.4429,0.6747,91.4041,46.6446,-6.0407,-2.2672," 22,054.33 ",0.562,,,,
2015Q4,Health Care,BSX US Equity,16.5,18.44,0.123705058,30.282,3.9291,0.6089,89.8259,56.1118,-3.7411,-1.3596," 24,805.40 ",0.988,,,,
2016Q1,Health Care,BSX US Equity,18.16,18.81,0.020065076,28.3727,3.946,0.663,87.9201,34.0576,-0.5556,-0.2106," 25,472.84 ",0.998,,,,
2016Q2,Health Care,BSX US Equity,18.72,23.37,0.242424242,32.8564,5.1049,0.7113,87.2508,29.4402,-5.3906,-1.9736," 31,709.98 ",1.438,,,,
2016Q3,Health Care,BSX US Equity,23.4,23.8,0.018399658,31.3965,4.9988,0.758,83.6933,50.9245,1.2566,0.4511," 32,385.69 ",1.245,,,,
2016Q4,Health Care,BSX US Equity,23.68,21.63,-0.091176471,27.1984,4.3758,0.7953,81.4496,36.525,5.3168,1.9156," 29,453.07 ",0.993,,,,
2017Q1,Health Care,BSX US Equity,21.72,24.87,0.149791956,31.0881,4.8276,0.8,78.1795,53.6484,6.4397,2.4396," 34,046.32 ",1.262,,,,
2017Q2,Health Care,BSX US Equity,24.86,27.72,0.114595899,31.8218,5.2508,0.8711,80.6496,73.1786,11.7131,4.3512," 37,959.82 ",1.246,,,,
2017Q3,Health Care,BSX US Equity,27.85,29.17,0.052308802,32.8114,5.2771,0.889,74.8814,48.9516,11.9829,4.6404," 40,024.95 ",0.842,,,,
2017Q4,Health Care,BSX US Equity,29.21,24.79,-0.150154268,26.0175,4.8558,0.9528,80.0913,31.0033,1.5133,0.5601," 34,041.52 ",-1.382,,,,
2007Q4,Consumer Discretionary,BWA US Equity,23.2425,24.205,,19.1723,2.422,1.2625,26.0886,18.19,13.7496,6.0466," 5,614.04 ",-0.266,,,,
2008Q1,Consumer Discretionary,BWA US Equity,24.03,21.515,-0.111134063,15.9963,2.015,1.345,28.0464,17.6076,14.3886,6.3808," 5,008.56 ",0.668,,,,
2008Q2,Consumer Discretionary,BWA US Equity,21.815,22.19,0.03137346,15.9354,2.019,1.3925,24.214,15.4468,14.4373,6.4716," 5,152.72 ",0.699,,,,
2008Q3,Consumer Discretionary,BWA US Equity,21.755,16.385,-0.261604326,12.2276,1.7039,1.34,31.6412,24.1698,5.292,2.4024," 3,808.87 ",1.939,,,,
2008Q4,Consumer Discretionary,BWA US Equity,16.345,10.885,-0.335672872,11.1641,1.2538,0.975,38.2969,81.8153,-1.6454,-0.7415," 2,520.88 ",1.539,,,,
2009Q1,Consumer Discretionary,BWA US Equity,10.92,10.15,-0.067524116,15.5187,1.2063,0.654,36.0813,38.5043,-5.9139,-2.7238," 2,345.31 ",1.509,,,,
2009Q2,Consumer Discretionary,BWA US Equity,9.95,17.075,0.68226601,59.0229,1.9361,0.2893,41.3866,63.9019,-11.0439,-5.0674," 3,979.40 ",2.171,,,,
2009Q3,Consumer Discretionary,BWA US Equity,17.28,15.13,-0.113909224,112.6628,1.6528,0.1343,39.0519,18.0434,-4.9081,-2.2135," 3,529.94 ",1.436,,,,
2009Q4,Consumer Discretionary,BWA US Equity,14.98,16.61,0.097818903,48.1585,1.7761,0.3449,37.8954,14.6792,1.2884,0.5711," 3,877.94 ",1.423,,,,
2010Q1,Consumer Discretionary,BWA US Equity,16.725,19.09,0.149307646,31.0158,2.0391,0.6155,40.4138,18.3092,5.2915,2.3648," 4,463.83 ",1.444,,,,
2010Q2,Consumer Discretionary,BWA US Equity,19.245,18.67,-0.022001048,19.6475,2.1117,0.9502,46.9511,15.543,11.2379,4.7786," 4,395.75 ",1.377,,,,
2010Q3,Consumer Discretionary,BWA US Equity,18.615,26.31,0.409212641,20.0802,2.6534,1.3102,51.6833,29.7921,14.4955,6.1414," 5,999.57 ",1.396,,,,
2010Q4,Consumer Discretionary,BWA US Equity,26.1801,36.18,0.375142531,22.526,3.5983,1.6061,51.104,33.8434,16.9851,7.2812," 8,231.40 ",1.305,,,,
2011Q1,Consumer Discretionary,BWA US Equity,36.655,39.845,0.10129906,22.3659,3.7836,1.7815,60.995,75.6263,18.8755,7.7589," 8,904.45 ",1.283,,,,
2011Q2,Consumer Discretionary,BWA US Equity,40,40.395,0.013803489,19.7508,3.6428,2.0452,57.9908,38.3577,22.7074,9.0199," 8,846.93 ",0.840,,,,
2011Q3,Consumer Discretionary,BWA US Equity,40.435,30.265,-0.250773611,13.8498,2.7609,2.1852,56.4748,20.8856,23.1604,9.2495," 6,634.68 ",1.673,,,,
2011Q4,Consumer Discretionary,BWA US Equity,29.95,31.87,0.053031555,14.087,2.9134,2.2624,54.1826,23.1607,23.678,9.5557," 6,993.58 ",1.485,,,,
2012Q1,Consumer Discretionary,BWA US Equity,32.465,42.17,0.323187951,17.5535,3.6368,2.4024,51.823,26.6169,23.5114,9.4985," 9,229.65 ",1.521,,,,
2012Q2,Consumer Discretionary,BWA US Equity,42.005,32.795,-0.222314442,13.2311,2.612,2.4786,39.298,22.0427,20.4426,8.7123," 7,517.50 ",1.909,,,,
2012Q3,Consumer Discretionary,BWA US Equity,32.235,34.555,0.053666717,14.0255,2.6565,2.4637,35.5112,21.7513,18.41,8.0654," 7,909.02 ",1.753,,,,
2012Q4,Consumer Discretionary,BWA US Equity,34.85,35.81,0.036318912,14.6194,2.6852,2.4495,33.9214,17.6004,18.3128,8.1056," 8,382.20 ",1.541,,,,
2013Q1,Consumer Discretionary,BWA US Equity,36.745,38.67,0.079865959,18.2218,2.8773,2.1222,37.9776,17.7682,16.8248,7.5705," 8,977.74 ",1.462,,,,
2013Q2,Consumer Discretionary,BWA US Equity,38.685,43.075,0.113912594,23.7043,3.0867,1.8172,37.7795,24.876,17.7432,8.3304," 9,955.29 ",1.476,,,,
2013Q3,Consumer Discretionary,BWA US Equity,43.3,50.695,0.176900754,25.5765,3.4259,1.9821,37.0425,31.3119,18.8425,9.0768," 11,606.80 ",1.573,,,,
2013Q4,Consumer Discretionary,BWA US Equity,50.825,55.91,0.102870106,25.6828,3.5791,2.1769,33.6582,51.4386,18.7952,9.3754," 12,722.69 ",1.419,,,,
2014Q1,Consumer Discretionary,BWA US Equity,55.89,61.47,0.099445537,22.9003,3.8152,2.6842,36.5531,69.0391,18.8936,9.2376," 14,034.84 ",0.453,,,,
2014Q2,Consumer Discretionary,BWA US Equity,61.79,65.19,0.060517326,20.3767,3.889,3.1992,31.9824,56.5498,18.7218,9.2851," 14,903.90 ",0.483,,,,
2014Q3,Consumer Discretionary,BWA US Equity,65.59,52.61,-0.192974383,16.1666,3.2065,3.2542,34.5113,51.9985,18.521,9.2275," 12,016.83 ",1.154,,,,
2014Q4,Consumer Discretionary,BWA US Equity,52.52,54.95,0.044478236,17.0124,3.4407,3.23,36.3055,52.7229,18.2756,9.2725," 12,494.18 ",1.158,,,,
2015Q1,Consumer Discretionary,BWA US Equity,55.24,60.48,0.100636943,18.8411,3.9054,3.21,51.6042,65.8888,18.7993,9.0804," 13,727.34 ",1.253,,,,
2015Q2,Consumer Discretionary,BWA US Equity,60.52,56.84,-0.060185185,18.5147,3.4892,3.07,48.0821,63.1745,16.8585,8.3228," 12,860.92 ",1.271,,,,
2015Q3,Consumer Discretionary,BWA US Equity,57.49,41.59,-0.268296974,13.7261,2.508,3.03,47.76,66.4245,16.7651,8.341," 9,412.43 ",1.800,,,,
2015Q4,Consumer Discretionary,BWA US Equity,41.78,43.23,0.039432556,14.2204,2.668,3.04,70.6623,33.1946,17.0072,7.5883," 9,689.80 ",1.958,,,,
2016Q1,Consumer Discretionary,BWA US Equity,42.48,38.4,-0.111727967,12.6885,2.2627,3.0264,69.0862,26.2826,16.5314,7.227," 8,379.27 ",1.978,,,,
2016Q2,Consumer Discretionary,BWA US Equity,37.99,29.52,-0.23125,9.544,1.718,3.0931,70.1472,16.8907,16.5898,7.2958," 6,424.12 ",1.799,,,,
2016Q3,Consumer Discretionary,BWA US Equity,29.97,35.18,0.191734417,12.7141,2.0197,2.767,68.9925,16.2501,14.4636,6.4345," 7,537.87 ",2.034,,,,
2016Q4,Consumer Discretionary,BWA US Equity,35.19,39.44,0.121091529,13.8047,2.6013,2.857,67.2189,15.807,3.4997,1.3408," 8,400.15 ",2.175,,,,
